reference	Homo_sapiens	Gorilla_gorilla	Macaca_mulatta	Nomascus_leucogenys	Pan_troglodytes	Pongo_abelii
Homo_sapiens	ENSG00000173846	ENSGGOG00000015294_17247_P	ENSMMUG00000006582	ENSNLEG00000014167	gene974	gene_PLK3	
Homo_sapiens	ENSG00000262209	ENSG00000262209-1159-P	-	-	-	ENSG00000262209-1710-P	
Homo_sapiens	ENSG00000162992	ENSGGOG00000027940_16433_M	ENSMMUG00000008296	ENSNLEG00000033713	gene5837	gene_NEUROD1	
Homo_sapiens	ENSG00000163565	ENSGGOG00000006123_19408_P	ENSMMUG00000004490	ENSNLEG00000013156	gene2481	gene_IFI16	
Homo_sapiens	ENSG00000132326	ENSGGOG00000004542_5190_M	ENSMMUG00000018930	ENSNLEG00000011250	gene6490	gene_PER2	
Homo_sapiens	ENSG00000197976	ENSG00000197976-5920-M	ENSMMUG00000000885	ENSNLEG00000000043	gene37731	gene_AKAP17A	
Homo_sapiens	ENSG00000181035	ENSGGOG00000008113_14839_P	ENSMMUG00000019669	ENSNLEG00000027898	gene34115	gene_SLC25A42	
Homo_sapiens	ENSG00000175115	ENSGGOG00000009727_2505_P	ENSMMUG00000022518	ENSNLEG00000005934	gene22743	gene_PACS1	
Homo_sapiens	ENSG00000203326	ENSG00000203326_16761_P	ENSMMUG00000012085	ENSNLEG00000034697	gene35091	gene_LOC100443108	
Homo_sapiens	ENSG00000135686	-	ENSMMUG00000011243	ENSNLEG00000011244	gene30552	gene_KLHL36	
Homo_sapiens	ENSG00000068323	ENSG00000068323_16764_M	ENSMMUG00000023494	ENSNLEG00000007963	gene38194	gene_TFE3	
Homo_sapiens	ENSG00000100116	ENSGGOG00000003987_12545_P	ENSMMUG00000015258	ENSNLEG00000014866	gene37423	gene_GCAT	
Homo_sapiens	ENSG00000106823	ENSGGOG00000013631_4369_M	ENSG00000106823-1736-M	ENSNLEG00000016451	gene19144	gene_ECM2	
Homo_sapiens	ENSG00000182327	ENSGGOG00000011462_5516_P	ENSMMUG00000012998	ENSNLEG00000017406	gene30896	gene_GLTPD2	
Homo_sapiens	ENSG00000092841	ENSGGOG00000043506_15480_M	ENSMMUG00000031838	ENSNLEG00000000205	gene24335	gene_MYL6	
Homo_sapiens	ENSG00000087152	ENSG00000087152_16768_M	ENSMMUG00000019923	ENSNLEG00000005507	gene31104	gene_ATXN7L3	
Homo_sapiens	ENSG00000214711	-	ENSMMUG00000030881	ENSNLEG00000015527	gene4204	-	
Homo_sapiens	ENSG00000146360	-	ENSMMUG00000014763	ENSNLEG00000012747	gene14191	gene_GPR6	
Homo_sapiens	ENSG00000216937	-	ENSMMUG00000017765	ENSNLEG00000018135	gene20263	gene_LOC100461276	
Homo_sapiens	ENSG00000047617	ENSGGOG00000008975_7437_M	ENSMMUG00000011512	ENSNLEG00000003269	gene23819	gene_ANO2	
Homo_sapiens	ENSG00000184307	ENSGGOG00000009500_16124_P	ENSMMUG00000001946	ENSNLEG00000004720	gene7790	gene_ZDHHC23	
Homo_sapiens	ENSG00000111110	ENSGGOG00000003829_8203_P	ENSMMUG00000011952	ENSNLEG00000017089	gene24209	gene_PPM1H	
Homo_sapiens	ENSG00000174886	-	ENSG00000174886-1955-M	ENSNLEG00000034850	gene33627	gene_NDUFA11	
Homo_sapiens	ENSG00000027869	ENSGGOG00000013632_10689_M	ENSMMUG00000010917	ENSNLEG00000012776	gene2420	gene_SH2D2A	
Homo_sapiens	ENSG00000126391	ENSGGOG00000014773_11392_P	ENSMMUG00000023300	ENSNLEG00000005598	gene22700	gene_FRMD8	
Homo_sapiens	ENSG00000131379	-	ENSMMUG00000014780	ENSNLEG00000005161	gene6732	gene_C3H3orf20	
Homo_sapiens	ENSG00000172725	ENSGGOG00000010013_15741_M	ENSMMUG00000005488	ENSNLEG00000006399	gene22803	gene_CORO1B	
Homo_sapiens	ENSG00000013306	ENSG00000013306_16781_M	ENSMMUG00000017944	ENSNLEG00000005340	gene31113	gene_SLC25A39	
Homo_sapiens	ENSG00000113595	ENSG00000113595_16782_P	ENSMMUG00000016514	ENSNLEG00000003531	gene12481	gene_TRIM23	
Homo_sapiens	ENSG00000133104	ENSG00000133104_16784_M	ENSMMUG00000001176	ENSNLEG00000001533	gene25933	gene_SPART	
Homo_sapiens	ENSG00000171766	ENSGGOG00000010939_15928_M	ENSMMUG00000005856	ENSNLEG00000035933	gene28487	gene_GATM	
Homo_sapiens	ENSG00000196388	ENSGGOG00000009204_2316_M	ENSMMUG00000009175	ENSNLEG00000017457	gene30911	gene_INCA1	
Homo_sapiens	ENSG00000248109	ENSGGOG00000041755_5108_P	ENSG00000248109-1758-P	ENSNLEG00000031931	ENSG00000248109-1604-P	ENSG00000248109-1745-P	
Homo_sapiens	ENSG00000148516	ENSG00000148516_16787_M	ENSMMUG00000015453	ENSNLEG00000018130	gene20252	gene_ZEB1	
Homo_sapiens	ENSG00000182698	ENSGGOG00000004296_9288_M	ENSMMUG00000017926	ENSNLEG00000030465	gene6243	gene_RESP18	
Homo_sapiens	ENSG00000089063	ENSG00000089063_16791_M	ENSMMUG00000013258	ENSNLEG00000007719	gene35520	gene_TMEM230	
Homo_sapiens	ENSG00000053524	ENSG00000053524_16790_M	ENSMMUG00000001456	ENSNLEG00000006037	gene8564	gene_MCF2L2	
Homo_sapiens	ENSG00000213215	ENSGGOG00000042406_3060_P	ENSMMUG00000019855	-	gene16695	gene_LOC100432893	
Homo_sapiens	ENSG00000110244	-	ENSMMUG00000016125	ENSNLEG00000007332	gene23415	gene_APOA4	
Homo_sapiens	ENSG00000110076	-	ENSMMUG00000022595	ENSNLEG00000005095	gene22658	gene_NRXN2	
Homo_sapiens	ENSG00000107890	-	ENSMMUG00000016403	ENSNLEG00000016879	gene20192	gene_ANKRD26	
Homo_sapiens	ENSG00000091972	ENSG00000091972_16795_P	ENSMMUG00000016076	ENSNLEG00000028309	gene7760	gene_CD200	
Homo_sapiens	ENSG00000150636	ENSGGOG00000040790_14133_P	ENSMMUG00000022902	ENSNLEG00000009091	gene33303	gene_CCDC102B	
Homo_sapiens	ENSG00000236637	ENSG00000236637-5961-P	ENSG00000236637-1780-P	ENSG00000236637-1773-M	gene18586	gene_LOC112134962	
Homo_sapiens	ENSG00000070019	ENSGGOG00000010656_487_M	ENSG00000070019-1787-M	ENSNLEG00000003853	gene24082	gene_GUCY2C	
Homo_sapiens	ENSG00000119599	ENSGGOG00000003815_8065_P	ENSMMUG00000003625	ENSNLEG00000002449	gene27372	gene_DCAF4	
Homo_sapiens	ENSG00000134216	ENSGGOG00000008523_1696_P	ENSMMUG00000008857	ENSNLEG00000003831	gene1771	gene_CHIA	
Homo_sapiens	ENSG00000237651	ENSGGOG00000023058_7730_M	ENSMMUG00000041555	ENSNLEG00000009582	gene4487	gene_C2AH2orf74	
Homo_sapiens	ENSG00000165181	-	ENSMMUG00000023307	ENSNLEG00000016401	gene19393	gene_C9H9orf84	
Homo_sapiens	ENSG00000186364	ENSGGOG00000007275_19569_P	ENSMMUG00000016734	ENSNLEG00000005664	gene2007	gene_NUDT17	
Homo_sapiens	ENSG00000183513	ENSG00000183513_16804_M	ENSG00000183513-1794-M	ENSNLEG00000036110	gene5060	gene_COA5	
Homo_sapiens	ENSG00000175793	ENSG00000175793_16805_P	ENSMMUG00000013855	ENSNLEG00000018582	gene571	gene_SFN	
Homo_sapiens	ENSG00000267206	ENSGGOG00000000037_21264_M	ENSMMUG00000018754	ENSNLEG00000008384	-	gene_LCN6	
Homo_sapiens	ENSG00000129749	ENSGGOG00000009471_12265_M	ENSMMUG00000003949	ENSNLEG00000017278	gene21584	gene_CHRNA10	
Homo_sapiens	ENSG00000152242	ENSG00000152242_16809_P	ENSMMUG00000011473	ENSNLEG00000011251	gene33089	gene_C18H18orf25	
Homo_sapiens	ENSG00000206384	ENSGGOG00000000023_2057_P	ENSMMUG00000040631	ENSNLEG00000001904	gene8029	gene_COL6A6	
Homo_sapiens	ENSG00000124469	ENSGGOG00000012684_8016_M	ENSMMUG00000039162	ENSNLEG00000010809	gene34632	gene_LOC103888613	
Homo_sapiens	ENSG00000124370	ENSG00000124370_16811_P	ENSMMUG00000008396	ENSNLEG00000010264	gene4634	gene_MCEE	
Homo_sapiens	ENSG00000113569	-	ENSMMUG00000000704	ENSNLEG00000016211	gene11212	gene_NUP155	
Homo_sapiens	ENSG00000074266	ENSG00000074266_16813_P	ENSMMUG00000019621	ENSNLEG00000016231	gene23086	gene_EED	
Homo_sapiens	ENSG00000124564	ENSGGOG00000027813_284_M	ENSMMUG00000002583	ENSNLEG00000002927	gene12880	gene_SLC17A3	
Homo_sapiens	ENSG00000131043	ENSGGOG00000027575_16518_P	ENSMMUG00000020691	ENSNLEG00000032929	gene35939	gene_AAR2	
Homo_sapiens	ENSG00000158639	ENSGGOG00000011026_933_P	ENSMMUG00000044833	ENSG00000158639-1794-M	gene38316	gene_LOC100437134	
Homo_sapiens	ENSG00000164256	ENSGGOG00000024584_4521_P	ENSMMUG00000003772	ENSNLEG00000031321	gene11323	gene_PRDM9	
Homo_sapiens	ENSG00000196099	-	ENSG00000196099-1812-M	ENSNLEG00000007425	gene23555	gene_LOC100452231	
Homo_sapiens	ENSG00000276043	ENSGGOG00000004610_4215_P	ENSMMUG00000012705	ENSNLEG00000013406	gene33601	gene_UHRF1	
Homo_sapiens	ENSG00000167139	ENSGGOG00000010112_12157_P	ENSMMUG00000003642	ENSNLEG00000014269	gene28884	gene_TBC1D21	
Homo_sapiens	ENSG00000135124	ENSG00000135124_16821_P	ENSMMUG00000003521	ENSNLEG00000016020	gene25498	gene_P2RX4	
Homo_sapiens	ENSG00000275221	ENSG00000196747_18200_M	ENSMMUG00000043231	ENSNLEG00000027921	gene13037	gene_LOC103890842	
Homo_sapiens	ENSG00000167895	-	ENSMMUG00000011935	ENSNLEG00000000072	gene32540	gene_TMC8	
Homo_sapiens	ENSG00000043355	ENSG00000043355_16827_P	ENSMMUG00000014822	ENSNLEG00000007808	gene26443	gene_ZIC2	
Homo_sapiens	ENSG00000108588	ENSG00000108588_16829_P	ENSMMUG00000016761	ENSNLEG00000004333	gene32268	gene_CCDC47	
Homo_sapiens	ENSG00000177108	ENSG00000177108_16828_M	ENSMMUG00000007561	ENSNLEG00000016663	gene27469	gene_ZDHHC22	
Homo_sapiens	ENSG00000142961	ENSGGOG00000012095_1774_M	-	ENSNLEG00000016442	gene1028	gene_MOB3C	
Homo_sapiens	ENSG00000221926	ENSG00000221926_16831_M	ENSG00000221926-1824-M	ENSNLEG00000014657	gene31899	gene_TRIM16	
Homo_sapiens	ENSG00000214941	-	ENSMMUG00000030294	ENSNLEG00000031243	gene31837	gene_ZSWIM7	
Homo_sapiens	ENSG00000130204	-	ENSMMUG00000014303	ENSNLEG00000001726	gene34700	gene_TOMM40	
Homo_sapiens	ENSG00000137193	ENSG00000137193_16836_P	ENSG00000137193-1828-P	ENSNLEG00000011155	gene13475	gene_PIM1	
Homo_sapiens	ENSG00000056277	ENSGGOG00000026605_9183_M	ENSMMUG00000015609	ENSNLEG00000015312	gene38979	gene_ZNF280C	
Homo_sapiens	ENSG00000187048	ENSG00000187048_16835_M	ENSMMUG00000032143	ENSNLEG00000016409	gene1035	gene_LOC100173781	
Homo_sapiens	ENSG00000261272	ENSGGOG00000040711_18707_P	ENSMMUG00000045276	ENSNLEG00000034026	gene13227	gene_MUC22	
Homo_sapiens	ENSG00000085491	ENSGGOG00000013403_21525_M	ENSMMUG00000002789	ENSNLEG00000001473	gene1674	gene_LOC100440262	
Homo_sapiens	ENSG00000198087	ENSGGOG00000009343_16912_P	ENSMMUG00000017952	ENSNLEG00000004259	gene13664	gene_CD2AP	
Homo_sapiens	ENSG00000278599	-	-	-	ENSG00000278599-2112-M	-	
Homo_sapiens	ENSG00000178882	ENSGGOG00000036874_17063_P	ENSMMUG00000046631	ENSNLEG00000002342	gene25573	gene_RFLNA	
Homo_sapiens	ENSG00000171160	ENSG00000171160_16842_M	ENSMMUG00000020034	ENSNLEG00000014248	gene20998	gene_MORN4	
Homo_sapiens	ENSG00000119640	ENSG00000119640_16843_M	ENSMMUG00000048938	ENSNLEG00000016441	gene27430	gene_ACYP1	
Homo_sapiens	ENSG00000204671	ENSGGOG00000005159_20986_M	ENSMMUG00000045622	ENSNLEG00000001440	gene25523	gene_IL31	
Homo_sapiens	ENSG00000156515	ENSGGOG00000036737_6642_M	ENSMMUG00000015302	ENSNLEG00000011439	gene20605	gene_HK1	
Homo_sapiens	ENSG00000163626	ENSGGOG00000007395_5683_M	ENSMMUG00000000789	ENSNLEG00000007745	gene9424	gene_COX18	
Homo_sapiens	ENSG00000215009	ENSGGOG00000003288_12174_P	ENSMMUG00000022106	ENSNLEG00000005246	gene23892	gene_ACSM4	
Homo_sapiens	ENSG00000066427	ENSGGOG00000014166_5646_M	ENSMMUG00000020751	ENSNLEG00000028616	gene27600	gene_ATXN3	
Homo_sapiens	ENSG00000121988	ENSGGOG00000003782_6334_M	ENSMMUG00000000765	ENSNLEG00000008561	gene5401	gene_ZRANB3	
Homo_sapiens	ENSG00000133112	ENSG00000133112_16850_M	ENSMMUG00000022979	ENSNLEG00000002108	gene26050	gene_TPT1	
Homo_sapiens	ENSG00000163217	ENSGGOG00000044023_20627_P	ENSMMUG00000015055	ENSNLEG00000010043	gene4583	gene_BMP10	
Homo_sapiens	ENSG00000186583	-	ENSMMUG00000004008	ENSNLEG00000010445	gene18350	gene_SPATC1	
Homo_sapiens	ENSG00000172209	ENSG00000172209_16853_P	ENSMMUG00000015412	ENSNLEG00000015869	gene16222	gene_GPR22	
Homo_sapiens	ENSG00000008405	ENSG00000008405_16854_M	ENSMMUG00000021808	ENSNLEG00000006721	gene25273	gene_CRY1	
Homo_sapiens	ENSG00000105971	ENSGGOG00000015074_2243_P	ENSMMUG00000045554	ENSNLEG00000011523	gene16279	gene_CAV2	
Homo_sapiens	ENSG00000180834	ENSGGOG00000027837_259_M	ENSMMUG00000019824	ENSNLEG00000034670	gene8574	gene_MAP6D1	
Homo_sapiens	ENSG00000204815	ENSGGOG00000003581_2799_P	ENSMMUG00000021753	ENSNLEG00000011200	gene31305	gene_TTC25	
Homo_sapiens	ENSG00000151773	ENSGGOG00000026396_20719_M	ENSMMUG00000007070	ENSNLEG00000001927	gene26026	gene_CCDC122	
Homo_sapiens	ENSG00000127580	-	ENSMMUG00000001986	ENSNLEG00000027816	gene29392	gene_WDR24	
Homo_sapiens	ENSG00000169154	ENSGGOG00000014222_6896_P	ENSMMUG00000047166	ENSNLEG00000012197	gene17331	gene_GOT1L1	
Homo_sapiens	ENSG00000166292	ENSG00000166292_16861_P	ENSMMUG00000006068	ENSG00000166292-1853-M	gene32108	gene_TMEM100	
Homo_sapiens	ENSG00000116176	ENSGGOG00000014055_21168_M	ENSMMUG00000000392	ENSNLEG00000008523	gene29415	gene_TPSG1	
Homo_sapiens	ENSG00000196189	ENSGGOG00000000814_14787_P	ENSMMUG00000004901	ENSNLEG00000012367	gene2389	gene_SEMA4A	
Homo_sapiens	ENSG00000138069	ENSG00000138069_16864_P	ENSMMUG00000021721	ENSNLEG00000009944	gene4537	gene_RAB1A	
Homo_sapiens	ENSG00000136280	ENSGGOG00000000829_4751_P	ENSMMUG00000001799	ENSNLEG00000004090	gene15441	gene_CCM2	
Homo_sapiens	ENSG00000258643	ENSGGOG00000022683_5606_M	ENSMMUG00000014747	ENSNLEG00000015007	ENSG00000258643-1696-P	gene_LOC100442963	
Homo_sapiens	ENSG00000056736	ENSGGOG00000001799_11847_P	ENSMMUG00000019267	ENSNLEG00000007231	gene7314	gene_IL17RB	
Homo_sapiens	ENSG00000282218	ENSG00000282218-1261-M	ENSG00000282218-2101-P	ENSG00000282218-2219-M	ENSG00000282218-2165-M	ENSG00000282218-2311-M	
Homo_sapiens	ENSG00000248385	ENSGGOG00000026423_6293_M	ENSMMUG00000045400	ENSNLEG00000006244	gene35168	gene_TARM1	
Homo_sapiens	ENSG00000166326	ENSG00000166326_16870_P	ENSMMUG00000004332	ENSNLEG00000017939	gene22073	gene_TRIM44	
Homo_sapiens	ENSG00000162695	ENSGGOG00000038899_13527_P	ENSMMUG00000003728	ENSNLEG00000027129	gene1629	gene_SLC30A7	
Homo_sapiens	ENSG00000182853	ENSGGOG00000011459_13305_M	ENSMMUG00000012997	ENSNLEG00000017404	gene30895	gene_VMO1	
Homo_sapiens	ENSG00000164107	ENSG00000164107-6035-M	ENSMMUG00000048816	ENSNLEG00000006670	gene10441	gene_HAND2	
Homo_sapiens	ENSG00000182934	ENSGGOG00000012962_12923_M	ENSMMUG00000007938	ENSNLEG00000007467	gene23638	gene_SRPRA	
Homo_sapiens	ENSG00000203952	ENSGGOG00000001985_6346_P	ENSMMUG00000032341	ENSNLEG00000001922	gene39026	gene_CCDC160	
Homo_sapiens	ENSG00000157107	-	ENSMMUG00000015422	ENSNLEG00000004635	gene11053	gene_FCHO2	
Homo_sapiens	ENSG00000159398	ENSGGOG00000001724_9790_M	ENSMMUG00000007649	ENSNLEG00000001687	gene30103	gene_CES5A	
Homo_sapiens	ENSG00000213588	ENSGGOG00000040099_9992_P	ENSMMUG00000029765	ENSNLEG00000008348	gene13386	gene_ZBTB9	
Homo_sapiens	ENSG00000122787	ENSGGOG00000014684_113_P	ENSMMUG00000005422	ENSNLEG00000013710	gene16519	gene_AKR1D1	
Homo_sapiens	ENSG00000021574	ENSG00000021574_16880_M	ENSMMUG00000021691	ENSNLEG00000015600	gene4213	gene_SPAST	
Homo_sapiens	ENSG00000253846	ENSG00000253846-1285-P	ENSG00000253846-1887-P	-	ENSG00000253846-1721-P	ENSG00000253846-1859-P	
Homo_sapiens	ENSG00000083168	ENSGGOG00000004681_19998_P	ENSMMUG00000010891	ENSNLEG00000012750	gene17381	gene_KAT6A	
Homo_sapiens	ENSG00000135837	-	ENSMMUG00000002135	ENSNLEG00000015851	gene2863	gene_CEP350	
Homo_sapiens	ENSG00000143185	ENSG00000143185-6048-P	ENSMMUG00000013779	ENSNLEG00000005765	gene2697	gene_LOC100450406	
Homo_sapiens	ENSG00000073598	ENSGGOG00000000367_8792_M	ENSMMUG00000000744	ENSNLEG00000001873	gene31561	gene_FNDC8	
Homo_sapiens	ENSG00000276490	ENSGGOG00000007842_19624_P	ENSMMUG00000015542	ENSG00000276490-2251-M	ENSG00000276490-2196-P	gene_LOC100451118	
Homo_sapiens	ENSG00000171163	ENSGGOG00000009088_16899_M	ENSMMUG00000000634	ENSNLEG00000004326	gene3820	gene_ZNF692	
Homo_sapiens	ENSG00000258227	ENSG00000258227_16888_M	ENSMMUG00000016271	ENSNLEG00000002394	gene16593	gene_CLEC5A	
Homo_sapiens	ENSG00000100311	ENSGGOG00000015535_21314_M	ENSMMUG00000002739	ENSNLEG00000015229	gene37469	gene_PDGFB	
Homo_sapiens	ENSG00000056291	-	ENSMMUG00000018536	ENSNLEG00000007740	gene9430	gene_NPFFR2	
Homo_sapiens	ENSG00000105507	ENSGGOG00000003125_11757_M	ENSMMUG00000017942	ENSNLEG00000032429	gene34809	gene_CABP5	
Homo_sapiens	ENSG00000286038	-	ENSG00000286038-2147-P	-	-	ENSG00000286038-2363-M	
Homo_sapiens	ENSG00000109083	ENSG00000109083_16894_P	ENSMMUG00000019143	ENSNLEG00000027167	gene31720	gene_IFT20	
Homo_sapiens	ENSG00000279761	ENSG00000279761_16893_P	-	-	gene22296	ENSG00000279761-1881-P	
Homo_sapiens	ENSG00000173258	ENSG00000173258_16895_P	ENSMMUG00000012745	ENSNLEG00000017483	gene19388	gene_ZNF483	
Homo_sapiens	ENSG00000148498	-	ENSMMUG00000019156	ENSNLEG00000018138	gene20272	gene_PARD3	
Homo_sapiens	ENSG00000204634	-	ENSMMUG00000009874	ENSNLEG00000014456	gene5104	gene_TBC1D8	
Homo_sapiens	ENSG00000138640	ENSGGOG00000024484_15311_M	ENSMMUG00000010141	ENSNLEG00000009768	gene9739	gene_FAM13A	
Homo_sapiens	ENSG00000249915	-	ENSG00000249915-1914-P	ENSG00000249915-1904-P	gene10638	gene_PDCD6	
Homo_sapiens	ENSG00000134440	ENSG00000134440_16903_M	ENSMMUG00000019974	ENSNLEG00000008082	gene33198	gene_NARS	
Homo_sapiens	ENSG00000102078	ENSGGOG00000005319_10504_P	ENSMMUG00000008386	ENSNLEG00000015318	gene38981	gene_SLC25A14	
Homo_sapiens	ENSG00000136286	ENSGGOG00000010891_20466_M	ENSMMUG00000008914	ENSNLEG00000004060	gene15437	gene_MYO1G	
Homo_sapiens	ENSG00000144713	ENSG00000144713_16902_M	ENSMMUG00000001340	ENSNLEG00000035616	gene6695	gene_RPL32	
Homo_sapiens	ENSG00000255833	ENSGGOG00000041837_4477_M	ENSMMUG00000004769	ENSNLEG00000035195	gene11704	gene_TIFAB	
Homo_sapiens	ENSG00000129493	ENSG00000129493_16905_P	ENSMMUG00000011779	ENSNLEG00000015975	gene26905	gene_HEATR5A	
Homo_sapiens	ENSG00000136877	ENSGGOG00000000943_13321_P	ENSMMUG00000018506	ENSNLEG00000017495	gene19600	gene_FPGS	
Homo_sapiens	ENSG00000196139	ENSGGOG00000002965_17721_P	ENSG00000196139-1915-P	ENSNLEG00000011284	gene19957	gene_AKR1C3	
Homo_sapiens	ENSG00000237524	-	ENSG00000237524-1917-M	ENSNLEG00000029778	gene5264	gene_TEX51	
Homo_sapiens	ENSG00000139926	-	ENSMMUG00000018274	ENSNLEG00000012376	gene27096	gene_FRMD6	
Homo_sapiens	ENSG00000278828	ENSG00000197153_6694_P	ENSMMUG00000046125	ENSNLEG00000030207	gene13032	gene_LOC112133749	
Homo_sapiens	ENSG00000197208	ENSG00000197208_16919_P	ENSMMUG00000009301	ENSNLEG00000012690	gene11638	gene_SLC22A4	
Homo_sapiens	ENSG00000115977	ENSGGOG00000040021_17062_P	ENSMMUG00000007868	ENSNLEG00000010108	gene4593	gene_AAK1	
Homo_sapiens	ENSG00000282278	ENSGGOG00000039849_12148_M	-	ENSNLEG00000008187	gene9624	gene_FIP1L1	
Homo_sapiens	ENSG00000099795	ENSG00000099795_16922_M	ENSG00000099795-1926-M	ENSNLEG00000013719	gene33964	gene_NDUFB7	
Homo_sapiens	ENSG00000206432	-	ENSMMUG00000039953	ENSNLEG00000006924	gene32816	gene_TMEM200C	
Homo_sapiens	ENSG00000137275	ENSG00000137275_16923_P	ENSMMUG00000008485	ENSNLEG00000011075	gene12594	gene_RIPK1	
Homo_sapiens	ENSG00000197084	ENSG00000197084-6081-P	ENSG00000197084-1928-P	ENSNLEG00000028803	ENSG00000197084-1765-M	gene_LCE1C	
Homo_sapiens	ENSG00000168781	ENSG00000168781_16926_M	ENSMMUG00000007860	ENSNLEG00000005103	gene28432	gene_PPIP5K1	
Homo_sapiens	ENSG00000286169	ENSGGOG00000013694_17757_M	ENSMMUG00000000752	ENSNLEG00000010815	gene10642	gene_AHRR	
Homo_sapiens	ENSG00000033030	ENSG00000033030_16928_M	ENSMMUG00000013643	ENSNLEG00000001723	gene25530	gene_ZCCHC8	
Homo_sapiens	ENSG00000164961	ENSGGOG00000043611_381_M	ENSMMUG00000003538	ENSNLEG00000026804	gene18169	gene_WASHC5	
Homo_sapiens	ENSG00000108479	ENSG00000108479_16930_P	ENSMMUG00000021765	ENSNLEG00000001523	gene32473	gene_GALK1	
Homo_sapiens	ENSG00000165059	-	ENSMMUG00000020379	ENSNLEG00000028086	gene19032	gene_PRKACG	
Homo_sapiens	ENSG00000136003	ENSGGOG00000011579_20734_P	ENSMMUG00000017126	ENSNLEG00000006797	gene25289	gene_ISCU	
Homo_sapiens	ENSG00000161888	-	ENSMMUG00000003612	ENSNLEG00000012487	gene33815	gene_SPC24	
Homo_sapiens	ENSG00000147874	ENSGGOG00000027530_6417_P	ENSMMUG00000018396	ENSNLEG00000017550	gene18562	gene_HAUS6	
Homo_sapiens	ENSG00000124140	ENSGGOG00000013584_4280_P	ENSMMUG00000016553	ENSNLEG00000006873	gene36115	gene_SLC12A5	
Homo_sapiens	ENSG00000083720	ENSGGOG00000025087_5816_P	ENSMMUG00000011027	ENSNLEG00000016656	gene11165	gene_OXCT1	
Homo_sapiens	ENSG00000085998	ENSGGOG00000002359_12490_M	ENSMMUG00000015078	ENSNLEG00000016590	gene1015	gene_POMGNT1	
Homo_sapiens	ENSG00000107984	ENSG00000107984_16938_M	ENSMMUG00000010847	ENSNLEG00000012012	gene20484	gene_DKK1	
Homo_sapiens	ENSG00000130881	ENSG00000130881-6092-P	ENSMMUG00000022872	ENSNLEG00000007676	gene34300	gene_LRP3	
Homo_sapiens	ENSG00000205403	ENSGGOG00000003371_11267_M	ENSMMUG00000021226	ENSNLEG00000016589	gene9896	gene_CFI	
Homo_sapiens	ENSG00000126804	ENSGGOG00000016483_11691_P	ENSMMUG00000004748	ENSNLEG00000032362	gene27258	gene_ZBTB1	
Homo_sapiens	ENSG00000172320	ENSGGOG00000022979_3089_P	ENSMMUG00000014115	ENSNLEG00000019343	gene22442	gene_LOC100434812	
Homo_sapiens	ENSG00000111729	ENSGGOG00000022730_2102_P	ENSMMUG00000015250	ENSNLEG00000001752	gene23916	gene_CLEC4A	
Homo_sapiens	ENSG00000175040	-	ENSMMUG00000002779	ENSNLEG00000004976	gene8189	gene_CHST2	
Homo_sapiens	ENSG00000101290	ENSGGOG00000012340_21592_P	ENSMMUG00000013261	ENSNLEG00000007730	gene35523	gene_CDS2	
Homo_sapiens	ENSG00000171649	ENSG00000171649_16946_P	ENSMMUG00000009292	ENSNLEG00000027049	gene35334	gene_ZIK1	
Homo_sapiens	ENSG00000198848	ENSG00000198848_16947_M	ENSMMUG00000009454	ENSNLEG00000030872	gene30102	gene_CES1	
Homo_sapiens	ENSG00000144596	ENSGGOG00000002279_13963_M	ENSMMUG00000006342	ENSNLEG00000005114	gene6724	gene_GRIP2	
Homo_sapiens	ENSG00000181939	ENSG00000181939_16948_P	-	ENSNLEG00000008199	gene22283	-	
Homo_sapiens	ENSG00000079101	ENSGGOG00000001325_4064_M	ENSMMUG00000004045	ENSNLEG00000006850	gene32877	gene_CLUL1	
Homo_sapiens	ENSG00000175868	ENSGGOG00000000799_13715_P	ENSMMUG00000020245	ENSNLEG00000017711	gene21875	gene_CALCB	
Homo_sapiens	ENSG00000174606	ENSG00000174606_16953_M	ENSMMUG00000011735	ENSNLEG00000014500	gene3297	gene_ANGEL2	
Homo_sapiens	ENSG00000112874	ENSG00000112874_16951_M	ENSMMUG00000017250	ENSNLEG00000011194	gene11390	gene_NUDT12	
Homo_sapiens	ENSG00000178175	ENSG00000178175_16954_P	ENSMMUG00000003586	ENSNLEG00000004555	gene11060	gene_ZNF366	
Homo_sapiens	ENSG00000013583	ENSGGOG00000000902_8151_M	ENSMMUG00000017633	ENSNLEG00000003717	gene24065	gene_HEBP1	
Homo_sapiens	ENSG00000134046	ENSG00000134046_16956_M	ENSMMUG00000003136	ENSNLEG00000031955	gene33167	gene_MBD2	
Homo_sapiens	ENSG00000169208	ENSGGOG00000024301_20391_P	ENSMMUG00000003550	ENSG00000169208-1953-P	gene26710	gene_LOC100443190	
Homo_sapiens	ENSG00000197381	ENSGGOG00000013244_14183_P	ENSMMUG00000010695	ENSNLEG00000002514	gene36857	gene_ADARB1	
Homo_sapiens	ENSG00000213949	ENSGGOG00000022320_10750_M	ENSMMUG00000001753	ENSNLEG00000010767	gene12410	gene_ITGA1	
Homo_sapiens	ENSG00000145087	ENSGGOG00000034916_10452_P	ENSMMUG00000011161	ENSNLEG00000005139	gene7857	gene_STXBP5L	
Homo_sapiens	ENSG00000242120	ENSGGOG00000043971_6399_M	ENSMMUG00000038465	ENSNLEG00000030576	gene7448	gene_MDFIC2	
