Lineage	GeneID	Loss_category
Gorilla_gorilla	ENSG00000197608	pseudogene
Gorilla_gorilla	ENSNLEG00000032499	pseudogene
Gorilla_gorilla	ENSG00000277203	genomic_loss
Gorilla_gorilla	ENSG00000130702	pseudogene
Gorilla_gorilla	ENSG00000181867	pseudogene
Gorilla_gorilla	ENSNLEG00000033906	genomic_loss
Gorilla_gorilla	ENSG00000169594	pseudogene
Gorilla_gorilla	gene15389	pseudogene
Gorilla_gorilla	ENSG00000140992	pseudogene
Gorilla_gorilla	gene33355	pseudogene
Gorilla_gorilla	ENSG00000140521	pseudogene
Gorilla_gorilla	ENSG00000167220	pseudogene
Gorilla_gorilla	ENSG00000185823	pseudogene
Gorilla_gorilla	ENSG00000187624	pseudogene
Gorilla_gorilla	ENSG00000079739	pseudogene
Gorilla_gorilla	ENSG00000120875	pseudogene
Gorilla_gorilla	gene36998	pseudogene
Gorilla_gorilla	ENSG00000135976	pseudogene
Gorilla_gorilla	gene14808	pseudogene
Gorilla_gorilla	gene38857	pseudogene
Gorilla_gorilla	ENSG00000168959	pseudogene
Gorilla_gorilla	ENSG00000118518	pseudogene
Gorilla_gorilla	ENSG00000104129	pseudogene
Gorilla_gorilla	ENSG00000268041	pseudogene
Gorilla_gorilla	ENSG00000119321	pseudogene
Gorilla_gorilla	ENSG00000119900	pseudogene
Gorilla_gorilla	ENSG00000183684	pseudogene
Gorilla_gorilla	ENSG00000164398	pseudogene
Gorilla_gorilla	ENSG00000176787	pseudogene
Gorilla_gorilla	ENSG00000204227	pseudogene
Gorilla_gorilla	gene_LOC103892201	pseudogene
Gorilla_gorilla	ENSG00000071677	pseudogene
Gorilla_gorilla	ENSG00000169994	pseudogene
Gorilla_gorilla	ENSG00000169116	pseudogene
Gorilla_gorilla	ENSG00000147133	pseudogene
Gorilla_gorilla	gene_LOC103889342	genomic_loss
Gorilla_gorilla	ENSG00000167646	pseudogene
Gorilla_gorilla	gene32115	pseudogene
Gorilla_gorilla	gene28014	genomic_loss
Gorilla_gorilla	ENSG00000228607	pseudogene
Gorilla_gorilla	gene35206	pseudogene
Gorilla_gorilla	ENSG00000144736	pseudogene
Gorilla_gorilla	ENSMMUG00000043480	pseudogene
Gorilla_gorilla	ENSG00000114942	genomic_loss
Gorilla_gorilla	ENSNLEG00000028128	genomic_loss
Gorilla_gorilla	ENSG00000174948	pseudogene
Gorilla_gorilla	ENSG00000061938	pseudogene
Gorilla_gorilla	ENSG00000115073	genomic_loss
Gorilla_gorilla	gene29370	genomic_loss
Gorilla_gorilla	gene7950	pseudogene
Gorilla_gorilla	gene16850	pseudogene
Gorilla_gorilla	ENSMMUG00000044977	pseudogene
Gorilla_gorilla	ENSG00000168356	pseudogene
Gorilla_gorilla	ENSG00000061656	pseudogene
Gorilla_gorilla	ENSG00000255073	pseudogene
Gorilla_gorilla	ENSG00000224712	pseudogene
Gorilla_gorilla	ENSG00000106809	pseudogene
Gorilla_gorilla	gene_LOC100446105	pseudogene
Gorilla_gorilla	ENSNLEG00000031277	pseudogene
Gorilla_gorilla	ENSMMUG00000023347	genomic_loss
Gorilla_gorilla	ENSG00000116014	pseudogene
Gorilla_gorilla	gene_LOC103889181	pseudogene
Gorilla_gorilla	gene36477	pseudogene
Gorilla_gorilla	ENSG00000260691	pseudogene
Gorilla_gorilla	ENSG00000002726	pseudogene
Gorilla_gorilla	gene37737	pseudogene
Gorilla_gorilla	gene18192	pseudogene
Gorilla_gorilla	ENSG00000180264	pseudogene
Gorilla_gorilla	ENSG00000134278	pseudogene
Gorilla_gorilla	ENSG00000174827	pseudogene
Gorilla_gorilla	ENSG00000169126	pseudogene
Gorilla_gorilla	ENSG00000134982	pseudogene
Gorilla_gorilla	gene_LOC103889107	genomic_loss
Gorilla_gorilla	ENSG00000285162	pseudogene
Gorilla_gorilla	ENSG00000213085	pseudogene
Gorilla_gorilla	ENSG00000120322	pseudogene
Gorilla_gorilla	gene29802	pseudogene
Gorilla_gorilla	ENSG00000279000	pseudogene
Gorilla_gorilla	ENSG00000184923	pseudogene
Gorilla_gorilla	ENSNLEG00000030601	genomic_loss
Gorilla_gorilla	gene34836	pseudogene
Gorilla_gorilla	ENSG00000138744	pseudogene
Gorilla_gorilla	ENSG00000105723	pseudogene
Gorilla_gorilla	ENSG00000165462	pseudogene
Gorilla_gorilla	ENSG00000205436	pseudogene
Gorilla_gorilla	ENSG00000204379	pseudogene
Gorilla_gorilla	ENSG00000178115	pseudogene
Gorilla_gorilla	ENSMMUG00000021766	genomic_loss
Gorilla_gorilla	ENSG00000166813	pseudogene
Gorilla_gorilla	ENSG00000144724	pseudogene
Gorilla_gorilla	ENSG00000123610	pseudogene
Gorilla_gorilla	gene8747	pseudogene
Gorilla_gorilla	ENSG00000042781	pseudogene
Gorilla_gorilla	gene_LOC100443776	pseudogene
Gorilla_gorilla	ENSG00000172270	pseudogene
Gorilla_gorilla	ENSG00000141437	genomic_loss
Gorilla_gorilla	ENSG00000212128	pseudogene
Gorilla_gorilla	ENSG00000189227	pseudogene
Gorilla_gorilla	ENSG00000229549	genomic_loss
Gorilla_gorilla	ENSG00000109956	pseudogene
Gorilla_gorilla	ENSG00000154654	pseudogene
Gorilla_gorilla	ENSG00000271321	pseudogene
Gorilla_gorilla	gene12275	pseudogene
Gorilla_gorilla	ENSG00000154330	pseudogene
Gorilla_gorilla	ENSG00000132330	pseudogene
Gorilla_gorilla	gene16106	pseudogene
Gorilla_gorilla	ENSG00000122852	pseudogene
Gorilla_gorilla	ENSG00000196240	genomic_loss
Gorilla_gorilla	ENSG00000101955	pseudogene
Gorilla_gorilla	ENSG00000158125	pseudogene
Gorilla_gorilla	gene15481	pseudogene
Gorilla_gorilla	ENSG00000165215	pseudogene
Gorilla_gorilla	ENSG00000170776	pseudogene
Gorilla_gorilla	ENSG00000183186	pseudogene
Gorilla_gorilla	ENSG00000171487	pseudogene
Gorilla_gorilla	ENSG00000128652	pseudogene
Gorilla_gorilla	ENSG00000185303	pseudogene
Gorilla_gorilla	ENSG00000278704	pseudogene
Gorilla_gorilla	ENSNLEG00000033705	genomic_loss
Gorilla_gorilla	ENSG00000120063	pseudogene
Gorilla_gorilla	ENSG00000158683	pseudogene
Gorilla_gorilla	ENSG00000186889	pseudogene
Gorilla_gorilla	ENSG00000135686	pseudogene
Gorilla_gorilla	ENSG00000196199	pseudogene
Gorilla_gorilla	ENSG00000214711	pseudogene
Gorilla_gorilla	ENSG00000146360	pseudogene
Gorilla_gorilla	ENSG00000137802	pseudogene
Gorilla_gorilla	ENSG00000183304	pseudogene
Gorilla_gorilla	ENSG00000162571	pseudogene
Gorilla_gorilla	ENSG00000198799	pseudogene
Gorilla_gorilla	ENSG00000241978	pseudogene
Gorilla_gorilla	ENSG00000216937	pseudogene
Gorilla_gorilla	ENSNLEG00000031092	pseudogene
Gorilla_gorilla	ENSG00000122299	pseudogene
Gorilla_gorilla	ENSG00000158163	pseudogene
Gorilla_gorilla	ENSG00000183791	pseudogene
Gorilla_gorilla	gene22235	genomic_loss
Gorilla_gorilla	gene14897	pseudogene
Gorilla_gorilla	ENSG00000174886	pseudogene
Gorilla_gorilla	ENSG00000081087	pseudogene
Gorilla_gorilla	ENSG00000131379	pseudogene
Gorilla_gorilla	ENSMMUG00000046363	pseudogene
Gorilla_gorilla	ENSG00000172188	pseudogene
Gorilla_gorilla	ENSG00000266728	pseudogene
Gorilla_gorilla	gene3740	pseudogene
Gorilla_gorilla	gene13309	pseudogene
Gorilla_gorilla	ENSG00000130706	pseudogene
Gorilla_gorilla	ENSG00000247746	genomic_loss
Gorilla_gorilla	gene19131	genomic_loss
Gorilla_gorilla	ENSG00000101493	pseudogene
Gorilla_gorilla	ENSG00000110244	pseudogene
Gorilla_gorilla	ENSG00000162949	pseudogene
Gorilla_gorilla	ENSG00000110076	pseudogene
Gorilla_gorilla	ENSNLEG00000028743	pseudogene
Gorilla_gorilla	ENSG00000107890	pseudogene
Gorilla_gorilla	gene17296	pseudogene
Gorilla_gorilla	ENSNLEG00000027300	genomic_loss
Gorilla_gorilla	ENSMMUG00000040573	genomic_loss
Gorilla_gorilla	ENSG00000229894	genomic_loss
Gorilla_gorilla	ENSG00000258083	pseudogene
Gorilla_gorilla	ENSG00000236637	genomic_loss
Gorilla_gorilla	ENSNLEG00000018658	pseudogene
Gorilla_gorilla	ENSG00000241935	pseudogene
Gorilla_gorilla	ENSG00000113205	pseudogene
Gorilla_gorilla	ENSG00000116871	pseudogene
Gorilla_gorilla	ENSG00000129159	pseudogene
Gorilla_gorilla	ENSNLEG00000028344	pseudogene
Gorilla_gorilla	ENSG00000179046	pseudogene
Gorilla_gorilla	ENSG00000170955	pseudogene
Gorilla_gorilla	ENSG00000275395	pseudogene
Gorilla_gorilla	ENSG00000165181	pseudogene
Gorilla_gorilla	ENSG00000122068	genomic_loss
Gorilla_gorilla	ENSG00000025708	pseudogene
Gorilla_gorilla	ENSG00000100665	pseudogene
Gorilla_gorilla	ENSMMUG00000032065	genomic_loss
Gorilla_gorilla	ENSG00000234278	genomic_loss
Gorilla_gorilla	ENSNLEG00000027895	pseudogene
Gorilla_gorilla	ENSG00000217128	pseudogene
Gorilla_gorilla	ENSMMUG00000038334	pseudogene
Gorilla_gorilla	ENSG00000111704	pseudogene
Gorilla_gorilla	ENSG00000120318	pseudogene
Gorilla_gorilla	ENSG00000091129	pseudogene
Gorilla_gorilla	ENSG00000132005	pseudogene
Gorilla_gorilla	ENSG00000147432	pseudogene
Gorilla_gorilla	ENSG00000113569	pseudogene
Gorilla_gorilla	ENSG00000181761	pseudogene
Gorilla_gorilla	ENSNLEG00000033429	pseudogene
Gorilla_gorilla	ENSG00000203791	pseudogene
Gorilla_gorilla	ENSG00000115568	pseudogene
Gorilla_gorilla	ENSG00000196099	pseudogene
Gorilla_gorilla	ENSG00000127418	pseudogene
Gorilla_gorilla	ENSMMUG00000038729	pseudogene
Gorilla_gorilla	ENSG00000228672	pseudogene
Gorilla_gorilla	ENSG00000167895	pseudogene
Gorilla_gorilla	gene14457	pseudogene
Gorilla_gorilla	ENSG00000164796	pseudogene
Gorilla_gorilla	ENSG00000206536	pseudogene
Gorilla_gorilla	ENSG00000214941	pseudogene
Gorilla_gorilla	ENSG00000130204	pseudogene
Gorilla_gorilla	ENSG00000171133	pseudogene
Gorilla_gorilla	gene34015	pseudogene
Gorilla_gorilla	ENSG00000105397	pseudogene
Gorilla_gorilla	gene23320	pseudogene
Gorilla_gorilla	ENSG00000131650	pseudogene
Gorilla_gorilla	gene29237	pseudogene
Gorilla_gorilla	ENSG00000101438	pseudogene
Gorilla_gorilla	ENSG00000177842	pseudogene
Gorilla_gorilla	ENSG00000103932	pseudogene
Gorilla_gorilla	ENSG00000186222	pseudogene
Gorilla_gorilla	gene33379	pseudogene
Gorilla_gorilla	ENSG00000170011	pseudogene
Gorilla_gorilla	ENSMMUG00000038741	pseudogene
Gorilla_gorilla	ENSG00000186967	pseudogene
Gorilla_gorilla	ENSG00000179603	genomic_loss
Gorilla_gorilla	gene38174	pseudogene
Gorilla_gorilla	ENSG00000122376	pseudogene
Gorilla_gorilla	ENSG00000162373	pseudogene
Gorilla_gorilla	ENSG00000176842	pseudogene
Gorilla_gorilla	ENSG00000114279	pseudogene
Gorilla_gorilla	ENSG00000008277	pseudogene
Gorilla_gorilla	gene17430	pseudogene
Gorilla_gorilla	gene27148	pseudogene
Gorilla_gorilla	ENSNLEG00000032011	pseudogene
Gorilla_gorilla	ENSG00000186583	pseudogene
Gorilla_gorilla	ENSG00000112294	pseudogene
Gorilla_gorilla	ENSG00000152580	pseudogene
Gorilla_gorilla	ENSG00000130304	pseudogene
Gorilla_gorilla	ENSG00000188558	genomic_loss
Gorilla_gorilla	ENSG00000127580	pseudogene
Gorilla_gorilla	gene33401	pseudogene
Gorilla_gorilla	ENSG00000218336	pseudogene
Gorilla_gorilla	ENSG00000162753	pseudogene
Gorilla_gorilla	gene_LOC103891241	pseudogene
Gorilla_gorilla	ENSG00000170417	pseudogene
Gorilla_gorilla	ENSG00000167862	pseudogene
Gorilla_gorilla	ENSG00000135111	pseudogene
Gorilla_gorilla	gene16116	pseudogene
Gorilla_gorilla	ENSG00000244122	pseudogene
Gorilla_gorilla	ENSG00000185385	pseudogene
Gorilla_gorilla	ENSG00000184368	pseudogene
Gorilla_gorilla	ENSG00000282218	genomic_loss
Gorilla_gorilla	ENSG00000135100	pseudogene
Gorilla_gorilla	ENSG00000255872	pseudogene
Gorilla_gorilla	ENSG00000141519	pseudogene
Gorilla_gorilla	ENSG00000070423	pseudogene
Gorilla_gorilla	ENSG00000141933	pseudogene
Gorilla_gorilla	ENSG00000157107	pseudogene
Gorilla_gorilla	ENSNLEG00000030811	pseudogene
Gorilla_gorilla	ENSG00000196968	pseudogene
Gorilla_gorilla	ENSG00000248905	pseudogene
Gorilla_gorilla	ENSG00000215269	pseudogene
Gorilla_gorilla	ENSG00000144161	pseudogene
Gorilla_gorilla	ENSG00000121864	pseudogene
Gorilla_gorilla	ENSG00000163638	pseudogene
Gorilla_gorilla	ENSG00000167972	pseudogene
Gorilla_gorilla	ENSG00000186912	pseudogene
Gorilla_gorilla	ENSG00000135837	pseudogene
Gorilla_gorilla	gene14967	pseudogene
Gorilla_gorilla	ENSMMUG00000048159	pseudogene
Gorilla_gorilla	ENSG00000248098	pseudogene
Gorilla_gorilla	ENSG00000204071	pseudogene
Gorilla_gorilla	ENSG00000148926	genomic_loss
Gorilla_gorilla	ENSG00000284791	pseudogene
Gorilla_gorilla	ENSG00000163378	pseudogene
Gorilla_gorilla	gene40251	pseudogene
Gorilla_gorilla	ENSG00000183963	pseudogene
Gorilla_gorilla	gene29346	pseudogene
Gorilla_gorilla	ENSG00000056291	pseudogene
Gorilla_gorilla	ENSG00000004399	pseudogene
Gorilla_gorilla	ENSG00000152475	pseudogene
Gorilla_gorilla	ENSMMUG00000046179	pseudogene
Gorilla_gorilla	ENSG00000286038	genomic_loss
Gorilla_gorilla	ENSG00000254772	pseudogene
Gorilla_gorilla	ENSG00000217236	pseudogene
Gorilla_gorilla	ENSG00000148498	pseudogene
Gorilla_gorilla	ENSG00000114439	pseudogene
Gorilla_gorilla	gene8762	pseudogene
Gorilla_gorilla	ENSG00000204634	pseudogene
Gorilla_gorilla	ENSG00000249915	pseudogene
Gorilla_gorilla	ENSG00000125827	pseudogene
Gorilla_gorilla	ENSG00000130812	pseudogene
Gorilla_gorilla	ENSG00000203485	pseudogene
Gorilla_gorilla	gene17861	pseudogene
Gorilla_gorilla	ENSG00000022355	pseudogene
Gorilla_gorilla	ENSG00000237524	pseudogene
Gorilla_gorilla	ENSG00000099904	pseudogene
Gorilla_gorilla	ENSG00000139926	pseudogene
Gorilla_gorilla	ENSG00000187244	pseudogene
Gorilla_gorilla	ENSG00000259024	pseudogene
Gorilla_gorilla	ENSG00000160539	pseudogene
Gorilla_gorilla	ENSG00000179954	pseudogene
Gorilla_gorilla	ENSG00000206432	pseudogene
Gorilla_gorilla	gene36447	pseudogene
Gorilla_gorilla	ENSG00000160271	pseudogene
Gorilla_gorilla	ENSG00000089737	pseudogene
Gorilla_gorilla	ENSG00000177291	pseudogene
Gorilla_gorilla	ENSNLEG00000029837	pseudogene
Gorilla_gorilla	ENSMMUG00000009880	pseudogene
Gorilla_gorilla	ENSG00000165059	pseudogene
Gorilla_gorilla	ENSG00000161888	pseudogene
Gorilla_gorilla	ENSG00000196365	pseudogene
Gorilla_gorilla	ENSG00000204532	pseudogene
Gorilla_gorilla	ENSG00000268738	genomic_loss
Gorilla_gorilla	ENSG00000067248	pseudogene
Gorilla_gorilla	ENSG00000012817	genomic_loss
Gorilla_gorilla	gene35060	pseudogene
Gorilla_gorilla	ENSG00000136319	pseudogene
Gorilla_gorilla	ENSG00000187566	pseudogene
Gorilla_gorilla	gene37213	pseudogene
Gorilla_gorilla	ENSG00000227507	pseudogene
Gorilla_gorilla	ENSG00000103326	pseudogene
Gorilla_gorilla	ENSG00000175040	pseudogene
Gorilla_gorilla	gene39727	genomic_loss
Gorilla_gorilla	gene22284	pseudogene
Gorilla_gorilla	gene_LOC100458007	pseudogene
Gorilla_gorilla	ENSG00000158104	pseudogene
Gorilla_gorilla	ENSG00000092377	genomic_loss
Gorilla_gorilla	ENSG00000198754	pseudogene
Gorilla_gorilla	gene36205	genomic_loss
Gorilla_gorilla	gene29406	pseudogene
Gorilla_gorilla	ENSG00000127603	pseudogene
Gorilla_gorilla	ENSG00000182854	pseudogene
Gorilla_gorilla	ENSG00000261247	pseudogene
Gorilla_gorilla	gene3800	genomic_loss
Gorilla_gorilla	ENSG00000268651	pseudogene
Gorilla_gorilla	ENSG00000115657	pseudogene
Gorilla_gorilla	ENSG00000104866	pseudogene
Gorilla_gorilla	ENSNLEG00000027803	genomic_loss
Gorilla_gorilla	ENSG00000182979	pseudogene
Gorilla_gorilla	gene_LOC103892859	pseudogene
Gorilla_gorilla	ENSG00000135720	pseudogene
Gorilla_gorilla	gene_LOC100451560	pseudogene
Gorilla_gorilla	ENSG00000107731	pseudogene
Gorilla_gorilla	ENSG00000244234	pseudogene
Gorilla_gorilla	ENSG00000233198	pseudogene
Gorilla_gorilla	ENSNLEG00000033622	genomic_loss
Gorilla_gorilla	ENSG00000166501	pseudogene
Gorilla_gorilla	ENSG00000165757	pseudogene
Gorilla_gorilla	ENSMMUG00000043067	genomic_loss
Gorilla_gorilla	ENSG00000214534	pseudogene
Gorilla_gorilla	ENSG00000162368	pseudogene
Gorilla_gorilla	ENSG00000165186	pseudogene
Gorilla_gorilla	ENSG00000278637	genomic_loss
Gorilla_gorilla	ENSG00000185347	pseudogene
Gorilla_gorilla	ENSG00000254852	pseudogene
Gorilla_gorilla	ENSG00000179886	pseudogene
Gorilla_gorilla	gene_LOC100460921	pseudogene
Gorilla_gorilla	ENSNLEG00000035156	genomic_loss
Gorilla_gorilla	ENSG00000128709	pseudogene
Gorilla_gorilla	ENSG00000126773	pseudogene
Gorilla_gorilla	ENSG00000183307	pseudogene
Gorilla_gorilla	gene20779	pseudogene
Gorilla_gorilla	ENSG00000198223	pseudogene
Gorilla_gorilla	ENSG00000148835	pseudogene
Gorilla_gorilla	ENSG00000197283	pseudogene
Gorilla_gorilla	ENSG00000119614	pseudogene
Gorilla_gorilla	gene38064	pseudogene
Gorilla_gorilla	ENSG00000140391	pseudogene
Gorilla_gorilla	ENSG00000204314	pseudogene
Gorilla_gorilla	ENSG00000186564	pseudogene
Gorilla_gorilla	ENSG00000182870	pseudogene
Gorilla_gorilla	ENSG00000197360	pseudogene
Gorilla_gorilla	ENSG00000128791	pseudogene
Gorilla_gorilla	ENSG00000119121	pseudogene
Gorilla_gorilla	ENSG00000148357	pseudogene
Gorilla_gorilla	gene37556	pseudogene
Gorilla_gorilla	ENSG00000163492	pseudogene
Gorilla_gorilla	ENSG00000198626	pseudogene
Gorilla_gorilla	ENSG00000184254	pseudogene
Gorilla_gorilla	ENSG00000111206	pseudogene
Gorilla_gorilla	ENSG00000007372	pseudogene
Gorilla_gorilla	ENSG00000172782	pseudogene
Gorilla_gorilla	ENSG00000212659	genomic_loss
Gorilla_gorilla	ENSG00000119333	pseudogene
Gorilla_gorilla	ENSG00000105808	genomic_loss
Gorilla_gorilla	gene37562	genomic_loss
Gorilla_gorilla	ENSG00000130037	pseudogene
Gorilla_gorilla	ENSG00000126952	genomic_loss
Gorilla_gorilla	ENSG00000176571	pseudogene
Gorilla_gorilla	ENSG00000133275	genomic_loss
Gorilla_gorilla	ENSG00000283663	pseudogene
Gorilla_gorilla	ENSNLEG00000027717	genomic_loss
Gorilla_gorilla	ENSG00000214706	pseudogene
Gorilla_gorilla	ENSG00000100139	pseudogene
Gorilla_gorilla	ENSG00000185640	pseudogene
Gorilla_gorilla	ENSG00000244395	genomic_loss
Gorilla_gorilla	ENSMMUG00000041153	genomic_loss
Gorilla_gorilla	ENSG00000187714	pseudogene
Gorilla_gorilla	gene12576	pseudogene
Gorilla_gorilla	gene34196	pseudogene
Gorilla_gorilla	gene37125	genomic_loss
Gorilla_gorilla	ENSMMUG00000047633	pseudogene
Gorilla_gorilla	ENSG00000219607	pseudogene
Gorilla_gorilla	ENSG00000177992	pseudogene
Gorilla_gorilla	ENSG00000064300	pseudogene
Gorilla_gorilla	ENSG00000177311	pseudogene
Gorilla_gorilla	ENSG00000278817	genomic_loss
Gorilla_gorilla	ENSG00000197779	pseudogene
Gorilla_gorilla	ENSG00000198830	genomic_loss
Gorilla_gorilla	ENSG00000164163	pseudogene
Gorilla_gorilla	ENSG00000148120	pseudogene
Gorilla_gorilla	ENSG00000070476	pseudogene
Gorilla_gorilla	ENSG00000131446	pseudogene
Gorilla_gorilla	ENSG00000163982	pseudogene
Gorilla_gorilla	gene17779	genomic_loss
Gorilla_gorilla	gene33595	pseudogene
Gorilla_gorilla	ENSG00000158716	pseudogene
Gorilla_gorilla	ENSG00000214402	pseudogene
Gorilla_gorilla	ENSG00000115970	pseudogene
Gorilla_gorilla	ENSG00000159761	pseudogene
Gorilla_gorilla	ENSG00000182473	pseudogene
Gorilla_gorilla	ENSNLEG00000032488	pseudogene
Gorilla_gorilla	ENSG00000204610	pseudogene
Gorilla_gorilla	ENSMMUG00000049169	genomic_loss
Gorilla_gorilla	ENSG00000100485	pseudogene
Gorilla_gorilla	ENSG00000135905	pseudogene
Gorilla_gorilla	ENSG00000127152	pseudogene
Gorilla_gorilla	ENSG00000100416	pseudogene
Gorilla_gorilla	gene38496	pseudogene
Gorilla_gorilla	gene18571	pseudogene
Gorilla_gorilla	ENSG00000177494	pseudogene
Gorilla_gorilla	ENSG00000164647	pseudogene
Gorilla_gorilla	ENSG00000073067	pseudogene
Gorilla_gorilla	ENSMMUG00000046752	pseudogene
Gorilla_gorilla	gene10608	genomic_loss
Gorilla_gorilla	ENSG00000130158	pseudogene
Gorilla_gorilla	gene3996	pseudogene
Gorilla_gorilla	ENSG00000105464	pseudogene
Gorilla_gorilla	ENSG00000170315	genomic_loss
Gorilla_gorilla	ENSG00000079387	genomic_loss
Gorilla_gorilla	ENSG00000123388	pseudogene
Gorilla_gorilla	ENSG00000156508	pseudogene
Gorilla_gorilla	ENSG00000169635	pseudogene
Gorilla_gorilla	gene_LOC100439397	pseudogene
Gorilla_gorilla	ENSMMUG00000046135	pseudogene
Gorilla_gorilla	ENSG00000151612	pseudogene
Gorilla_gorilla	ENSNLEG00000032494	pseudogene
Gorilla_gorilla	ENSG00000143674	pseudogene
Gorilla_gorilla	ENSG00000140987	pseudogene
Gorilla_gorilla	ENSG00000171811	pseudogene
Gorilla_gorilla	ENSG00000154485	pseudogene
Gorilla_gorilla	ENSG00000213512	pseudogene
Gorilla_gorilla	ENSG00000128805	pseudogene
Gorilla_gorilla	ENSG00000023287	pseudogene
Gorilla_gorilla	gene12324	pseudogene
Gorilla_gorilla	ENSG00000111752	pseudogene
Gorilla_gorilla	ENSG00000278535	pseudogene
Gorilla_gorilla	ENSG00000283758	pseudogene
Gorilla_gorilla	gene40965	pseudogene
Gorilla_gorilla	ENSG00000104549	pseudogene
Gorilla_gorilla	ENSG00000177398	pseudogene
Gorilla_gorilla	ENSNLEG00000032422	pseudogene
Gorilla_gorilla	ENSG00000276430	genomic_loss
Gorilla_gorilla	ENSG00000198283	pseudogene
Gorilla_gorilla	ENSMMUG00000007322	genomic_loss
Gorilla_gorilla	gene6498	pseudogene
Gorilla_gorilla	gene25643	pseudogene
Gorilla_gorilla	ENSG00000180998	pseudogene
Gorilla_gorilla	ENSNLEG00000034782	genomic_loss
Gorilla_gorilla	ENSG00000118492	pseudogene
Gorilla_gorilla	ENSG00000183741	pseudogene
Gorilla_gorilla	ENSG00000135338	pseudogene
Gorilla_gorilla	ENSG00000260220	pseudogene
Gorilla_gorilla	ENSG00000145216	pseudogene
Gorilla_gorilla	ENSG00000148483	pseudogene
Gorilla_gorilla	ENSG00000153253	pseudogene
Gorilla_gorilla	ENSG00000186806	pseudogene
Gorilla_gorilla	ENSG00000166436	pseudogene
Gorilla_gorilla	ENSG00000011454	pseudogene
Gorilla_gorilla	ENSG00000184635	pseudogene
Gorilla_gorilla	gene3209	pseudogene
Gorilla_gorilla	gene40399	pseudogene
Gorilla_gorilla	ENSG00000091073	pseudogene
Gorilla_gorilla	ENSG00000273274	pseudogene
Gorilla_gorilla	ENSG00000145555	pseudogene
Gorilla_gorilla	ENSG00000182087	pseudogene
Gorilla_gorilla	ENSG00000132837	pseudogene
Gorilla_gorilla	ENSG00000198947	pseudogene
Gorilla_gorilla	ENSG00000244607	pseudogene
Gorilla_gorilla	ENSG00000110315	genomic_loss
Gorilla_gorilla	ENSG00000254806	pseudogene
Gorilla_gorilla	gene26764	pseudogene
Gorilla_gorilla	ENSMMUG00000041583	pseudogene
Gorilla_gorilla	ENSG00000177663	pseudogene
Gorilla_gorilla	ENSG00000182095	pseudogene
Gorilla_gorilla	ENSG00000187240	pseudogene
Gorilla_gorilla	ENSG00000178395	pseudogene
Gorilla_gorilla	ENSG00000115317	pseudogene
Gorilla_gorilla	ENSNLEG00000028615	pseudogene
Gorilla_gorilla	gene_LOC112129376	pseudogene
Gorilla_gorilla	ENSG00000151014	pseudogene
Gorilla_gorilla	ENSG00000173334	pseudogene
Gorilla_gorilla	ENSG00000182179	pseudogene
Gorilla_gorilla	gene29988	pseudogene
Gorilla_gorilla	ENSG00000071564	pseudogene
Gorilla_gorilla	ENSG00000179751	pseudogene
Gorilla_gorilla	ENSG00000124207	pseudogene
Gorilla_gorilla	ENSG00000099866	pseudogene
Gorilla_gorilla	gene28019	pseudogene
Gorilla_gorilla	gene29899	pseudogene
Gorilla_gorilla	ENSG00000161996	pseudogene
Gorilla_gorilla	ENSG00000183024	pseudogene
Gorilla_gorilla	ENSG00000163060	genomic_loss
Gorilla_gorilla	ENSMMUG00000046506	pseudogene
Gorilla_gorilla	ENSG00000280267	genomic_loss
Gorilla_gorilla	ENSG00000198173	pseudogene
Gorilla_gorilla	ENSG00000156381	pseudogene
Gorilla_gorilla	ENSG00000232434	pseudogene
Gorilla_gorilla	ENSG00000177485	pseudogene
Gorilla_gorilla	ENSG00000285509	pseudogene
Gorilla_gorilla	gene_LOC100936035	genomic_loss
Gorilla_gorilla	ENSG00000104973	pseudogene
Gorilla_gorilla	ENSG00000006025	pseudogene
Gorilla_gorilla	ENSG00000153246	pseudogene
Gorilla_gorilla	ENSG00000260001	pseudogene
Gorilla_gorilla	ENSG00000101400	pseudogene
Gorilla_gorilla	ENSG00000173674	pseudogene
Gorilla_gorilla	ENSNLEG00000033696	pseudogene
Gorilla_gorilla	gene5761	pseudogene
Gorilla_gorilla	gene8231	pseudogene
Gorilla_gorilla	ENSG00000123124	pseudogene
Gorilla_gorilla	ENSG00000170004	pseudogene
Gorilla_gorilla	ENSG00000148204	pseudogene
Gorilla_gorilla	ENSG00000099821	pseudogene
Gorilla_gorilla	ENSG00000188100	genomic_loss
Gorilla_gorilla	ENSG00000160223	pseudogene
Gorilla_gorilla	ENSG00000198919	pseudogene
Gorilla_gorilla	gene22334	pseudogene
Gorilla_gorilla	ENSG00000028310	pseudogene
Gorilla_gorilla	gene29574	pseudogene
Gorilla_gorilla	ENSG00000196589	genomic_loss
Gorilla_gorilla	ENSG00000258881	genomic_loss
Gorilla_gorilla	gene_LOC100452361	pseudogene
Gorilla_gorilla	ENSG00000215421	pseudogene
Gorilla_gorilla	ENSG00000146067	pseudogene
Gorilla_gorilla	ENSG00000251493	pseudogene
Gorilla_gorilla	ENSG00000227551	pseudogene
Gorilla_gorilla	ENSG00000064651	pseudogene
Gorilla_gorilla	gene40874	pseudogene
Gorilla_gorilla	ENSG00000126603	pseudogene
